starttime	seconds	ctime	dtime	ttime	wait
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:05 2012	1350343925	2	25	27	25
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:05 2012	1350343925	2	25	27	25
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	27
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	27
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:05 2012	1350343925	2	25	28	25
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:05 2012	1350343925	2	26	28	26
Mon Oct 15 16:32:05 2012	1350343925	2	26	28	26
Mon Oct 15 16:32:05 2012	1350343925	2	26	28	26
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:06 2012	1350343926	0	28	28	28
Mon Oct 15 16:32:05 2012	1350343925	2	26	29	26
Mon Oct 15 16:32:06 2012	1350343926	0	29	29	29
Mon Oct 15 16:32:06 2012	1350343926	0	29	29	29
Mon Oct 15 16:32:06 2012	1350343926	0	29	29	29
Mon Oct 15 16:32:06 2012	1350343926	0	29	29	29
Mon Oct 15 16:32:06 2012	1350343926	0	29	29	29
Mon Oct 15 16:32:06 2012	1350343926	0	29	29	29
Mon Oct 15 16:32:05 2012	1350343925	2	27	29	27
Mon Oct 15 16:32:05 2012	1350343925	2	27	29	27
Mon Oct 15 16:32:06 2012	1350343926	0	29	29	29
Mon Oct 15 16:32:05 2012	1350343925	2	27	29	27
Mon Oct 15 16:32:06 2012	1350343926	0	29	29	29
Mon Oct 15 16:32:05 2012	1350343925	2	27	30	27
Mon Oct 15 16:32:05 2012	1350343925	2	28	30	28
Mon Oct 15 16:32:05 2012	1350343925	2	28	30	28
Mon Oct 15 16:32:05 2012	1350343925	2	28	31	28
Mon Oct 15 16:32:05 2012	1350343925	2	28	31	28
Mon Oct 15 16:32:05 2012	1350343925	2	29	31	29
Mon Oct 15 16:32:05 2012	1350343925	2	29	31	29
Mon Oct 15 16:32:05 2012	1350343925	2	29	32	29
Mon Oct 15 16:32:05 2012	1350343925	3	29	32	29
Mon Oct 15 16:32:05 2012	1350343925	3	30	32	30
Mon Oct 15 16:32:05 2012	1350343925	3	30	32	30
Mon Oct 15 16:32:05 2012	1350343925	3	30	33	30
Mon Oct 15 16:32:05 2012	1350343925	3	30	33	30
Mon Oct 15 16:32:05 2012	1350343925	3	31	34	31
Mon Oct 15 16:32:05 2012	1350343925	3	31	34	31
Mon Oct 15 16:32:05 2012	1350343925	3	31	34	31
Mon Oct 15 16:32:05 2012	1350343925	3	31	34	31
Mon Oct 15 16:32:05 2012	1350343925	3	32	34	32
Mon Oct 15 16:32:05 2012	1350343925	3	32	35	32
Mon Oct 15 16:32:05 2012	1350343925	3	32	35	32
Mon Oct 15 16:32:05 2012	1350343925	3	32	35	32
Mon Oct 15 16:32:05 2012	1350343925	3	32	35	32
Mon Oct 15 16:32:05 2012	1350343925	3	32	35	32
Mon Oct 15 16:32:05 2012	1350343925	3	33	36	33
Mon Oct 15 16:32:05 2012	1350343925	3	33	36	33
Mon Oct 15 16:32:05 2012	1350343925	3	33	36	33
Mon Oct 15 16:32:05 2012	1350343925	3	33	37	33
Mon Oct 15 16:32:05 2012	1350343925	3	34	37	34
Mon Oct 15 16:32:05 2012	1350343925	3	34	37	34
Mon Oct 15 16:32:05 2012	1350343925	3	34	38	34
Mon Oct 15 16:32:05 2012	1350343925	3	35	38	35
Mon Oct 15 16:32:05 2012	1350343925	3	35	39	35
Mon Oct 15 16:32:05 2012	1350343925	3	36	39	36
Mon Oct 15 16:32:05 2012	1350343925	3	36	39	36
Mon Oct 15 16:32:05 2012	1350343925	3	36	39	36
Mon Oct 15 16:32:05 2012	1350343925	3	36	40	36
Mon Oct 15 16:32:05 2012	1350343925	3	37	40	37
Mon Oct 15 16:32:05 2012	1350343925	3	37	40	37
Mon Oct 15 16:32:05 2012	1350343925	3	37	40	37
Mon Oct 15 16:32:05 2012	1350343925	3	37	41	37
Mon Oct 15 16:32:05 2012	1350343925	4	37	41	37
Mon Oct 15 16:32:05 2012	1350343925	4	38	41	38
Mon Oct 15 16:32:05 2012	1350343925	4	38	41	38
Mon Oct 15 16:32:05 2012	1350343925	4	38	42	38
